BHARTI AIRTEL LIMITED 

BIHAR JHARKHAND 

Call Details of CELL ID '405-52-792-51620' from '11-Jun-2026 00:00:00' to '11-Jun-2026 23:59:59' 

Target No,Call Type,TOC,B Party No,LRN No,LRN TSP-LSA,Date,Time,Dur(s),First CGI Lat/Long,First CGI,Last CGI Lat/Long,Last CGI,SMSC No,Service Type,IMEI,IMSI,Call Fow No,Roam Nw,SW & MSC ID,IN TG,OUT TG,Vowifi First UE IP,Port1,Vowifi Last UE IP,Port2
'8877618492',OUT,Pre,'9288568462',3087,RJIL-BR,'11/06/2026',01:02:41,23,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351899114296160','405523203977471',-,AIR BHR,'9934129181',,1410,,,,
'9229437608',OUT,Pre,'6206275292',3087,RJIL-BR,'11/06/2026',01:11:55,316,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'866828054709250','405525224439917',-,AIR BHR,'9934129226',,1000,,,,
'8877618492',IN,Pre,'9288568462',3087,RJIL-BR,'11/06/2026',01:21:00,13,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351899114296160','405523203977471',-,AIR BHR,'9934129181',0894,,,,,
'7079235092',OUT,Pre,'9153142263',2726,AIR-BR,'11/06/2026',02:15:44,526,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'867800071158880','405525224497576',-,AIR BHR,'9934129223',,5057,,,,
'7319204469',IN,Pre,'7586896390',3044,RJIL-WB,'11/06/2026',02:31:17,387,25.3952767/85.9233168,405-52-792-51620,25.3450368/86.002387,405-52-792-2065,'-',Voice,'351115160448260','405518015300163',-,AIR BHR,'9934129226',1204,,,,,
'9934235201',OUT,Pre,'8292366916',2726,AIR-BR,'11/06/2026',02:43:46,15,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358278136776430','405521100064441',-,AIR BHR,'9934129181',,5432,,,,
'9934235201',OUT,Pre,'8292366916',2726,AIR-BR,'11/06/2026',02:44:33,19,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358278136776430','405521100064441',-,AIR BHR,'9934129181',,5433,,,,
'9931781002',OUT,Pre,'9304167915',2726,AIR-BR,'11/06/2026',02:47:05,2583,25.1706202/86.1058734,405-52-732-18220,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358822233947180','405525224605689',-,AIR BHR,'9934129226',,5433,,,,
'7870501159',OUT,Pre,'9241485361',3087,RJIL-BR,'11/06/2026',02:56:33,271,25.3952767/85.9233168,405-52-792-51625,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'353824116117770','405525221385888',-,AIR BHR,'9934129181',,1410,,,,
'9102359118',IN,Pre,'7667254934',3087,RJIL-BR,'11/06/2026',03:02:48,22,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351825980840200','405524191574932',-,AIR BHR,'9934129181',2560,,,,,
'9102359118',IN,Pre,'7667254934',3087,RJIL-BR,'11/06/2026',03:03:26,70,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351825980840200','405524191574932',-,AIR BHR,'9934129181',0894,,,,,
'7870501159',OUT-CC,Pre,'9279645014',2726,AIR-BR,'11/06/2026',03:05:34,1267,25.3933651/85.9295072,405-52-792-63552,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'353824116117770','405525221385888',-,AIR BHR,'9934129181',,5433,,,,
'7870501159',OUT-CC,Pre,'9241485361',3087,RJIL-BR,'11/06/2026',03:06:00,1243,25.3933651/85.9295072,405-52-792-63552,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'353824116117770','405525221385888',-,AIR BHR,'9934129181',,1410,,,,
'8521330735',IN,Pre,'7321825045',2726,AIR-BR,'11/06/2026',03:25:58,63,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358438623909720','405525222290874',-,AIR BHR,'9934129181',0884,,,,,
'7870501159',OUT,Pre,'9241485361',3087,RJIL-BR,'11/06/2026',03:27:00,31,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'353824116117770','405525221385888',-,AIR BHR,'9934129181',,1410,,,,
'7870501159',OUT-CC,Pre,'9241485361',3087,RJIL-BR,'11/06/2026',03:27:40,1961,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51625,'-',Voice,'353824116117770','405525221385888',-,AIR BHR,'9934129181',,1410,,,,
'8862918275',OUT,Pre,'7634031475',2726,AIR-BR,'11/06/2026',03:27:49,33,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351148543651290','405523220560221',-,AIR BHR,'9934129223',,5434,,,,
'7870501159',OUT-CC,Pre,'9279645014',2726,AIR-BR,'11/06/2026',03:27:55,4321,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51625,'-',Voice,'353824116117770','405525221385888',-,AIR BHR,'9934129181',,5400,,,,
'9102359118',IN,Pre,'7667254934',3087,RJIL-BR,'11/06/2026',03:38:43,33,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351825980840200','405524191574932',-,AIR BHR,'9934129181',0897,,,,,
'9102359118',IN,Pre,'7667254934',3087,RJIL-BR,'11/06/2026',03:48:43,16,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351825980840200','405524191574932',-,AIR BHR,'9934129181',0884,,,,,
'9473355147',OUT,Pre,'7480814449',3005,AIR-MP,'11/06/2026',04:06:22,317,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51625,'-',Voice,'865275078143750','405524223064112',-,AIR BHR,'9934129223',,2254,,,,
'9473355147',SMT,Pre,'AD-SBIUPI-S',,-,'11/06/2026',04:09:14,0,25.3952767/85.9233168,405-52-792-51620,,---,'919892958696',SMS,'865275078143750','405524223064112',-,AIR BHR,'9934129223',,,,,,
'8603783372',IN,Pre,'7202939417',3067,IDEA-GJ,'11/06/2026',04:30:54,9,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'356493646069550','405524203028717',-,AIR BHR,'9934129181',1836,,,,,
'8603783372',OUT,Pre,'7202939417',4106,VODA-GJ,'11/06/2026',04:32:12,16,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'356493646069550','405524203028717',-,AIR BHR,'9934129181',,1803,,,,
'8603783372',IN,Pre,'8051735670',3087,RJIL-BR,'11/06/2026',04:35:59,7,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'356493646069550','405524203028717',-,AIR BHR,'9934129181',0894,,,,,
'8603783372',OUT,Pre,'8051735670',3087,RJIL-BR,'11/06/2026',04:36:32,18,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'356493646069550','405524203028717',-,AIR BHR,'9934129181',,1410,,,,
'8539931835',IN,Pre,'9006094368',3087,RJIL-BR,'11/06/2026',04:37:43,7,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'352299861828040','405525222919256',-,AIR BHR,'9934129181',1202,,,,,
'7870501159',IN,Pre,'9798237585',3087,RJIL-BR,'11/06/2026',04:40:18,1714,25.3952767/85.9233168,405-52-792-51625,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'353824116117770','405525221385888',-,AIR BHR,'9934129181',1202,,,,,
'9031404876',OUT,Pre,'7061863769',3087,RJIL-BR,'11/06/2026',04:44:41,54,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358991220567820','405522201294444',-,AIR BHR,'9934129226',,1000,,,,
'9934235201',OUT,Pre,'7857021399',3087,RJIL-BR,'11/06/2026',04:52:42,20,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358278136776430','405521100064441',-,AIR BHR,'9934129181',,1410,,,,
'8603783372',IN,Pre,'8051735670',3087,RJIL-BR,'11/06/2026',04:54:29,7,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'356493646069550','405524203028717',-,AIR BHR,'9934129181',0894,,,,,
'8603783372',OUT,Pre,'8051735670',3087,RJIL-BR,'11/06/2026',04:54:50,1,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'356493646069550','405524203028717',-,AIR BHR,'9934129181',,1410,,,,
'8603783372',OUT,Pre,'8051735670',3087,RJIL-BR,'11/06/2026',04:55:07,24,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'356493646069550','405524203028717',-,AIR BHR,'9934129181',,1410,,,,
'9122513429',OUT,Pre,'7004135384',3087,RJIL-BR,'11/06/2026',04:56:43,28,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'355295340504670','405524224557245',-,AIR BHR,'9934129171',,0884,,,,
'8709352449',IN,Pre,'9334757320',2726,AIR-BR,'11/06/2026',04:59:26,57,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'354845692047870','404931028413804',-,AIR BHR,'9934129223',2265,,,,,
'7091993041',OUT,Pre,'8434771841',3087,RJIL-BR,'11/06/2026',05:00:08,60,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351775762241570','405522218723927',-,AIR BHR,'9934129181',,1410,,,,
'7258983740',OUT,Pre,'9241316352',3087,RJIL-BR,'11/06/2026',05:08:09,90,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357854496606570','405524220051843',-,AIR BHR,'9934129181',,1410,,,,
'7870501159',OUT,Pre,'9798237585',3087,RJIL-BR,'11/06/2026',05:09:48,2516,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51625,'-',Voice,'353824116117770','405525221385888',-,AIR BHR,'9934129181',,1410,,,,
'9060266967',OUT,Pre,'612112',,-,'11/06/2026',05:10:38,12,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'359788202134790','405525221026632',-,AIR BHR,'9934129181',,1843,,,,
'9958446891',IN,Pre,'6299457984',3087,RJIL-BR,'11/06/2026',05:14:21,95,25.3876427/85.9178769,405-52-792-4660,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358969624004740','404100531376966',-,AIR BHR,'9934129226',0882,,,,,
'7065630816',OUT,Pre,'8295895592',2729,AIR-HR,'11/06/2026',05:14:51,2,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'354541492550630','404100560875885',-,AIR BHR,'9934129181',,0896,,,,
'7065630816',OUT,Pre,'8295895592',2729,AIR-HR,'11/06/2026',05:15:25,17,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'354541492550630','404100560875885',-,AIR BHR,'9934129181',,0896,,,,
'9122513429',IN,Pre,'7004135384',3087,RJIL-BR,'11/06/2026',05:25:28,9,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'355295340504670','405524224557245',-,AIR BHR,'9934129171',5860,,,,,
'7258983740',OUT,Pre,'9241316352',3087,RJIL-BR,'11/06/2026',05:26:39,7,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357854496606570','405524220051843',-,AIR BHR,'9934129181',,1410,,,,
'7258983740',IN,Pre,'9241316352',3087,RJIL-BR,'11/06/2026',05:27:36,26,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357854496606570','405524220051843',-,AIR BHR,'9934129181',1202,,,,,
'8757473857',OUT,Pre,'612112',,-,'11/06/2026',05:27:43,12,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357384928612640','405523204267937',-,AIR BHR,'9934129181',,1843,,,,
'9934235201',IN,Pre,'9934765992',3087,RJIL-BR,'11/06/2026',05:27:57,85,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358278136776430','405521100064441',-,AIR BHR,'9934129181',0897,,,,,
'8757473857',OUT,Pre,'612112',,-,'11/06/2026',05:28:03,13,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357384928612640','405523204267937',-,AIR BHR,'9934129181',,1843,,,,
'8757473857',OUT,Pre,'612112',,-,'11/06/2026',05:28:22,13,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357384928612640','405523204267937',-,AIR BHR,'9934129181',,1843,,,,
'8757473857',OUT,Pre,'612112',,-,'11/06/2026',05:28:41,13,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357384928612640','405523204267937',-,AIR BHR,'9934129181',,1843,,,,
'7258983740',OUT,Pre,'9241316352',3087,RJIL-BR,'11/06/2026',05:28:57,28,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357854496606570','405524220051843',-,AIR BHR,'9934129181',,1410,,,,
'9934235201',IN,Pre,'9934765992',3087,RJIL-BR,'11/06/2026',05:30:23,55,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358278136776430','405521100064441',-,AIR BHR,'9934129181',1202,,,,,
'9570474067',IN,Pre,'9608558478',3087,RJIL-BR,'11/06/2026',05:31:11,12,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'350728645430180','405522212860618',-,AIR BHR,'9934129181',0884,,,,,
'9570474067',IN,Pre,'9608558478',3087,RJIL-BR,'11/06/2026',05:31:47,204,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'350728645430180','405522212860618',-,AIR BHR,'9934129181',2560,,,,,
'7462814678',OUT,Pre,'8750072436',2727,AIR-DL,'11/06/2026',05:36:08,155,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351806727098680','405522194548187',-,AIR BHR,'9934129181',,1013,,,,
'9546102115',IN,Pre,'7765047095',2726,AIR-BR,'11/06/2026',05:43:01,41,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51625,'-',Voice,'350272611170030','405522206574601',-,AIR BHR,'9934129181',,,,,,
'8084261885',OUT,Pre,'8709789161',3087,RJIL-BR,'11/06/2026',05:43:37,6,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357510383194680','405524205497140',-,AIR BHR,'9934129181',,1410,,,,
'9729485321',OUT,Pre,'6206653190',3087,RJIL-BR,'11/06/2026',05:44:38,88,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'352067617036610','404960963541918',-,AIR BHR,'9934129181',,1410,,,,
'8409512357',IN,Pre,'9431489574',2726,AIR-BR,'11/06/2026',05:45:31,41,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51625,'-',Voice,'357683560194810','405876150118138',-,AIR BHR,'9934129181',3001,,,,,
'9031404876',OUT,Pre,'9958074733',3087,RJIL-BR,'11/06/2026',05:51:17,235,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358991220567820','405522201294444',-,AIR BHR,'9934129226',,2260,,,,
'7209206083',OUT,Pre,'8409486101',3499,AIR-BR,'11/06/2026',05:54:00,748,25.3933651/85.9295072,405-52-792-63552,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'355770349485390','405522218810503',-,AIR BHR,'9934129181',,1832,,,,
'8409486101',IN,Pre,'7209206083',3285,AIR-BR,'11/06/2026',05:54:00,745,25.3952767/85.9233168,405-52-792-51629,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'355806063621940','405523220159054',-,AIR BHR,'9934129171',1882,,,,,
'9507105464',IN,Pre,'7903025598',3087,RJIL-BR,'11/06/2026',05:54:32,46,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'351504115748660','405522203677058',-,AIR BHR,'9934129223',0880,,,,,
'8434482655',OUT,Pre,'6207151033',3087,RJIL-BR,'11/06/2026',05:54:43,8,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'354321066491210','405523218595277',-,AIR BHR,'9934129181',,1410,,,,
'8434482655',OUT,Pre,'6207151033',3087,RJIL-BR,'11/06/2026',05:55:51,91,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'354321066491210','405523218595277',-,AIR BHR,'9934129181',,1410,,,,
'8409114102',IN,Pre,'6207151033',3087,RJIL-BR,'11/06/2026',05:59:29,32,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'355571582205220','405522227807125',-,AIR BHR,'9934129179',0884,,,,,
'9031404876',OUT,Pre,'9835949709',3087,RJIL-BR,'11/06/2026',05:59:54,94,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358991220567820','405522201294444',-,AIR BHR,'9934129226',,1000,,,,
'8409114102',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',06:00:01,0,25.3952767/85.9233168,405-52-792-51620,,---,'919890784018',SMS,'355571582205220','405522227807125',-,AIR BHR,'9934129179',,,,,,
'8409114102',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',06:00:11,0,25.3952767/85.9233168,405-52-792-51620,,---,'919890784018',SMS,'355571582205220','405522227807125',-,AIR BHR,'9934129179',,,,,,
'7549657898',OUT,Pre,'8102450300',3087,RJIL-BR,'11/06/2026',06:01:46,18,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'355295347934950','405521201983682',-,AIR BHR,'9934129181',,1410,,,,
'9031404876',IN,Pre,'7061863769',3087,RJIL-BR,'11/06/2026',06:02:03,102,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358991220567820','405522201294444',-,AIR BHR,'9934129226',2238,,,,,
'7209206083',OUT,Pre,'8409486101',3499,AIR-BR,'11/06/2026',06:06:45,157,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'355770349485390','405522218810503',-,AIR BHR,'9934129181',,1832,,,,
'7250302164',IN,Pre,'9306947628',3089,RJIL-HR,'11/06/2026',06:07:57,22,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358895075435770','405524204144061',-,AIR BHR,'9934129181',0884,,,,,
'8540048163',IN,Pre,'7633807475',3087,RJIL-BR,'11/06/2026',06:10:08,449,25.3952767/85.9233168,405-52-792-51625,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'356363081399460','405524227711157',-,AIR BHR,'9934129181',0894,,,,,
'7295096805',IN,Pre,'8210719569',3087,RJIL-BR,'11/06/2026',06:15:10,19,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'354038525216650','405522223552137',-,AIR BHR,'9934129181',1846,,,,,
'8434482655',IN,Pre,'6207151033',3087,RJIL-BR,'11/06/2026',06:16:15,77,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'354321066491210','405523218595277',-,AIR BHR,'9934129181',0894,,,,,
'9117193939',OUT,Pre,'9065881550',2726,AIR-BR,'11/06/2026',06:21:12,90,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358239103919850','405523207248708',-,AIR BHR,'9934129181',,,,,,
'8298331274',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',06:23:57,0,25.3952767/85.9233168,405-52-792-51620,,---,'919831029344',SMS,'355295347916200','405526210166286',-,AIR BHR,'9934129181',,,,,,
'8298331274',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',06:24:03,0,25.3952767/85.9233168,405-52-792-51620,,---,'919831029344',SMS,'355295347916200','405526210166286',-,AIR BHR,'9934129181',,,,,,
'8298331274',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',06:24:14,0,25.3952767/85.9233168,405-52-792-51620,,---,'919831029344',SMS,'355295347916200','405526210166286',-,AIR BHR,'9934129181',,,,,,
'8298331274',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',06:24:16,0,25.3952767/85.9233168,405-52-792-51620,,---,'919831029344',SMS,'355295347916200','405526210166286',-,AIR BHR,'9934129181',,,,,,
'8541055432',IN,Pre,'9643766326',3103,RJIL-DL,'11/06/2026',06:25:03,20,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'352299911690190','405524227350264',-,AIR BHR,'9934129181',0894,,,,,
'7258983740',OUT,Pre,'9241316352',3087,RJIL-BR,'11/06/2026',06:29:47,40,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'357854496606570','405524220051843',-,AIR BHR,'9934129181',,1410,,,,
'8405911461',SMT,Pre,'AD-Airtel-S',,-,'11/06/2026',06:30:23,0,25.3952767/85.9233168,405-52-792-51620,,---,'919831029344',SMS,'356660827482760','405523207686760',-,AIR BHR,'9934129179',,,,,,
'8405911461',SMT,Pre,'AD-Airtel-S',,-,'11/06/2026',06:30:35,0,25.3952767/85.9233168,405-52-792-51620,,---,'919831029344',SMS,'356660827482760','405523207686760',-,AIR BHR,'9934129179',,,,,,
'8405911461',SMT,Pre,'AD-Airtel-S',,-,'11/06/2026',06:30:45,0,25.3952767/85.9233168,405-52-792-51620,,---,'919831029344',SMS,'356660827482760','405523207686760',-,AIR BHR,'9934129179',,,,,,
'8405911461',SMT,Pre,'AD-Airtel-S',,-,'11/06/2026',06:30:48,0,25.3952767/85.9233168,405-52-792-51620,,---,'919831029344',SMS,'356660827482760','405523207686760',-,AIR BHR,'9934129179',,,,,,
'8541055432',OUT,Pre,'9643766326',3103,RJIL-DL,'11/06/2026',06:33:06,147,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'352299911690190','405524227350264',-,AIR BHR,'9934129181',,0896,,,,
'8873698579',IN,Pre,'9431235057',3087,RJIL-BR,'11/06/2026',06:33:13,19,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358153320415360','405522215152968',-,AIR BHR,'9934129181',0884,,,,,
'7321065782',IN,Pre,'7018378253',3087,RJIL-BR,'11/06/2026',06:34:29,65,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'352299864103930','405525224114103',-,AIR BHR,'9934129181',0897,,,,,
'7321065782',OUT,Pre,'8950507141',3087,RJIL-BR,'11/06/2026',06:36:12,62,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'352299864103930','405525224114103',-,AIR BHR,'9934129181',,1410,,,,
'8541055432',OUT,Pre,'6200902040',3087,RJIL-BR,'11/06/2026',06:37:37,1105,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'352299911690190','405524227350264',-,AIR BHR,'9934129181',,1410,,,,
'7481032915',IN,Pre,'8884115567',3092,RJIL-KA,'11/06/2026',06:39:20,34,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'352838250541690','405523214006414',-,AIR BHR,'9934129181',1202,,,,,
'9570474067',OUT,Pre,'9608558478',3087,RJIL-BR,'11/06/2026',06:40:04,1021,25.3952767/85.9233168,405-52-792-51620,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'350728645430180','405522212860618',-,AIR BHR,'9934129181',,1410,,,,
