BHARTI AIRTEL LIMITED 

BIHAR JHARKHAND 

Call Details of CELL ID '405-52-792-4660' from '11-Jun-2026 00:00:00' to '11-Jun-2026 23:59:59' 

Target No,Call Type,TOC,B Party No,LRN No,LRN TSP-LSA,Date,Time,Dur(s),First CGI Lat/Long,First CGI,Last CGI Lat/Long,Last CGI,SMSC No,Service Type,IMEI,IMSI,Call Fow No,Roam Nw,SW & MSC ID,IN TG,OUT TG,Vowifi First UE IP,Port1,Vowifi Last UE IP,Port2
'7479446710',OUT,Pre,'6205864307',3087,RJIL-BR,'11/06/2026',01:02:34,22,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358243864974960','405522217487076',-,AIR BHR,'9934129181',,1410,,,,
'7479446710',OUT,Pre,'6205864307',3087,RJIL-BR,'11/06/2026',01:04:15,33,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358243864974960','405522217487076',-,AIR BHR,'9934129181',,1410,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',01:04:33,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099987',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7479446710',OUT,Pre,'6205864307',3087,RJIL-BR,'11/06/2026',01:05:05,368,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358243864974960','405522217487076',-,AIR BHR,'9934129181',,1410,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',01:18:43,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099985',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7479446710',OUT,Pre,'6205864307',3087,RJIL-BR,'11/06/2026',01:20:35,107,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358243864974960','405522217487076',-,AIR BHR,'9934129181',,1410,,,,
'9771098795',IN,Pre,'7070993205',3087,RJIL-BR,'11/06/2026',01:31:39,90,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'355295347921100','405522108794726',-,AIR BHR,'9934129181',0894,,,,,
'9771098795',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',01:33:09,0,25.3876427/85.9178769,405-52-792-4660,,---,'919831029344',SMS,'355295347921100','405522108794726',-,AIR BHR,'9934129181',,,,,,
'7739332088',SMT,Pre,'BT-WIPJCB-S',,-,'11/06/2026',01:33:18,0,25.3876427/85.9178769,405-52-792-4660,,---,'919442599994',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'9771098795',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',01:33:23,0,25.3876427/85.9178769,405-52-792-4660,,---,'919831029344',SMS,'355295347921100','405522108794726',-,AIR BHR,'9934129181',,,,,,
'9771098795',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',01:33:27,0,25.3876427/85.9178769,405-52-792-4660,,---,'919831029344',SMS,'355295347921100','405522108794726',-,AIR BHR,'9934129181',,,,,,
'9771098795',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',01:33:30,0,25.3876427/85.9178769,405-52-792-4660,,---,'919831029344',SMS,'355295347921100','405522108794726',-,AIR BHR,'9934129181',,,,,,
'7044718432',OUT,Pre,'6306780412',3087,RJIL-BR,'11/06/2026',01:42:30,35,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'356293342971240','405524223446633',-,AIR BHR,'9934129181',,1410,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',01:47:23,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099987',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',02:01:34,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099986',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'9973718974',OUT,Pre,'6207725148',3087,RJIL-BR,'11/06/2026',02:04:53,14,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357898949265630','405523221585553',-,AIR BHR,'9934129226',,1000,,,,
'9973718974',IN,Pre,'6207725148',3087,RJIL-BR,'11/06/2026',02:14:55,895,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4669,'-',Voice,'357898949265630','405523221585553',-,AIR BHR,'9934129226',2259,,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',02:15:43,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099985',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7319204469',OUT,Pre,'7586896390',3044,RJIL-WB,'11/06/2026',02:29:19,45,25.3876427/85.9178769,405-52-792-4669,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'351115160448260','405518015300163',-,AIR BHR,'9934129226',,2253,,,,
'7739332088',SMT,Pre,'BT-WIPJCB-S',,-,'11/06/2026',02:30:14,0,25.3876427/85.9178769,405-52-792-4660,,---,'919442599994',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'8084093325',OUT,Pre,'7870744684',3499,AIR-BR,'11/06/2026',02:30:49,24,25.3876427/85.9178769,405-52-792-4660,25.3952767/85.9233168,405-52-792-51625,'-',Voice,'357740100958070','405524225100233',-,AIR BHR,'9934129226',,5034,,,,
'7209917264',SMT,Pre,'AD-PYTMPS-S',,-,'11/06/2026',02:31:09,0,25.3876427/85.9178769,405-52-792-4660,,---,'919937029176',SMS,'351553979728610','405523220642890',-,AIR BHR,'9934129181',,,,,,
'7739234185',OUT,Pre,'9334963678',3087,RJIL-BR,'11/06/2026',02:34:10,26,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357703081190480','405524213087670',-,AIR BHR,'9934129181',,1410,,,,
'9874887776',OUT,Pre,'7003629307',3104,RJIL-KO,'11/06/2026',02:40:04,439,25.3933651/85.9295072,405-52-792-63551,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'868988065110960','404310500532505',-,AIR BHR,'9934129223',,2262,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',02:44:48,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099987',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'8603213367',IN,Pre,'7633063068',2726,AIR-BR,'11/06/2026',02:48:59,530,25.3876427/85.9178769,405-52-792-4660,25.3857733/85.956775,405-52-792-23803,'-',Voice,'351775762585210','405525223347392',-,AIR BHR,'9934129181',1843,,,,,
'7481868431',SMT,Pre,'AD-ITDCPC-S',,-,'11/06/2026',02:50:17,0,25.3876427/85.9178769,405-52-792-4660,,---,'919892958696',SMS,'357384921706620','405524216743579',-,AIR BHR,'9934129179',,,,,,
'7070012497',IN,Pre,'7070502272',2726,AIR-BR,'11/06/2026',02:55:01,13,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'351712077200670','405524201453719',-,AIR BHR,'9934129181',0897,,,,,
'7739332088',SMT,Pre,'BT-WIPJCB-S',,-,'11/06/2026',02:58:54,0,25.3876427/85.9178769,405-52-792-4660,,---,'919442599994',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7209917264',SMT,Pre,'AD-Airtel-S',,-,'11/06/2026',03:00:49,0,25.3876427/85.9178769,405-52-792-4660,,---,'919831029344',SMS,'351553979728610','405523220642890',-,AIR BHR,'9934129181',,,,,,
'7209917264',SMT,Pre,'JM-UNIONB-S',,-,'11/06/2026',03:00:54,0,25.3876427/85.9178769,405-52-792-4660,,---,'917021075037',SMS,'351553979728610','405523220642890',-,AIR BHR,'9934129181',,,,,,
'7050438293',OUT,Pre,'9955135486',2726,AIR-BR,'11/06/2026',03:05:50,100,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358153328238340','405521222468974',-,AIR BHR,'9934129226',,2236,,,,
'6287715520',OUT,Pre,'7033046485',2726,AIR-BR,'11/06/2026',03:09:23,35,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'355770346159680','405522222716664',-,AIR BHR,'9934129181',,,,,,
'7033046485',IN,Pre,'6287715520',2726,AIR-BR,'11/06/2026',03:09:23,35,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'352239848912810','405525211411833',-,AIR BHR,'9934129181',,,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',03:13:04,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099987',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7033046485',IN,Pre,'6287715520',2726,AIR-BR,'11/06/2026',03:15:40,22,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'352239848912810','405525211411833',-,AIR BHR,'9934129181',,,,,,
'6287715520',OUT,Pre,'8797457637',3285,AIR-BR,'11/06/2026',03:21:19,110,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'355770346159680','405522222716664',-,AIR BHR,'9934129181',,0896,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',03:27:13,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099985',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7250958147',IN,Pre,'9724148189',2728,AIR-GJ,'11/06/2026',03:27:18,14,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'356184712660540','405524221139449',-,AIR BHR,'9934129181',5407,,,,,
'7480914769',OUT,Pre,'8252538154',3087,RJIL-BR,'11/06/2026',03:36:17,64,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'359628648521640','405524221226347',-,AIR BHR,'9934129181',,1410,,,,
'7480914769',OUT,Pre,'8252538154',3087,RJIL-BR,'11/06/2026',03:38:19,4436,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'359628648521640','405524221226347',-,AIR BHR,'9934129181',,1410,,,,
'9955260780',OUT,Pre,'9334784117',3087,RJIL-BR,'11/06/2026',03:39:02,36,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'355653116901100','405521201438811',-,AIR BHR,'9934129181',,1410,,,,
'7739332088',SMT,Pre,'BT-WIPJCB-S',,-,'11/06/2026',03:41:46,0,25.3876427/85.9178769,405-52-792-4660,,---,'919442499995',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7050438293',OUT,Pre,'9955135486',2726,AIR-BR,'11/06/2026',03:55:19,77,25.3876427/85.9178769,405-52-792-4669,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358153328238340','405521222468974',-,AIR BHR,'9934129226',,2236,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',03:56:16,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099985',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7319795650',IN,Pre,'6200564696',3087,RJIL-BR,'11/06/2026',04:00:29,18,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'354242002438150','405524221405650',-,AIR BHR,'9934129179',4053,,,,,
'8235599733',IN,Pre,'9955260780',2726,AIR-BR,'11/06/2026',04:06:21,20,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'353015618593300','405523221855485',-,AIR BHR,'9934129181',,,,,,
'7739271189',IN,Pre,'9279384244',3087,RJIL-BR,'11/06/2026',04:07:17,35,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'350071614212040','405525200189393',-,AIR BHR,'9934129181',5161,,,,,
'9117196973',OUT,Pre,'7544897320',3087,RJIL-BR,'11/06/2026',04:07:55,276,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357348106239440','405525211759944',-,AIR BHR,'9934129223',,1064,,,,
'9934235201',OUT,Pre,'8292061586',2726,AIR-BR,'11/06/2026',04:08:05,10,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358278136776430','405521100064441',-,AIR BHR,'9934129181',,,,,,
'8507310440',OUT,Pre,'9142217539',3087,RJIL-BR,'11/06/2026',04:09:12,65,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4669,'-',Voice,'352887992520900','405522218808846',-,AIR BHR,'9934129181',,1410,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',04:10:26,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099986',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7549990419',IN,Pre,'9973155003',3087,RJIL-BR,'11/06/2026',04:10:38,9,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'353134541910310','405522218237127',-,AIR BHR,'9934129226',2264,,,,,
'7549990419',SMO,Pre,'52263',,-,'11/06/2026',04:13:50,0,25.3876427/85.9178769,405-52-792-4660,,---,'919934029007',SMS,'353134541910310','405522218237127',-,AIR BHR,'9934129226',,,,,,
'6204218881',OUT,Pre,'7667208019',3087,RJIL-BR,'11/06/2026',04:19:30,21,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'359014727932790','405526211206844',-,AIR BHR,'9934129181',,1410,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',04:24:34,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099987',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'8929870502',IN,Pre,'8102611194',3103,RJIL-DL,'11/06/2026',04:27:43,440,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'350014046955890','405524222727573',-,AIR BHR,'9934129453',1204,,,,,
'9006831608',OUT,Pre,'7979930035',3087,RJIL-BR,'11/06/2026',04:28:49,44,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'861899077443940','405522195656779',-,AIR BHR,'9934129223',,1064,,,,
'8969791975',OUT,Pre,'8757036841',2726,AIR-BR,'11/06/2026',04:32:01,197,25.3876427/85.9178769,405-52-792-4660,25.3828924/85.9512131,405-52-792-36961,'-',Voice,'353991275069270','405525116575463',-,AIR BHR,'9934129226',,5056,,,,
'9104884533',OUT,Pre,'9958744936',3103,RJIL-DL,'11/06/2026',04:33:08,62,25.3987588/85.9133416,405-52-792-20692,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'352598134504580','404980497208137',-,AIR BHR,'9934129226',,1201,,,,
'8235599733',IN,Pre,'9931998943',3087,RJIL-BR,'11/06/2026',04:33:11,8,25.3876427/85.9178769,405-52-792-4660,25.3952767/85.9233168,405-52-792-51625,'-',Voice,'353015618593300','405523221855485',-,AIR BHR,'9934129181',1202,,,,,
'8929870502',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',04:35:03,0,25.3876427/85.9178769,405-52-792-4660,,---,'919831029344',SMS,'350014046955890','405524222727573',-,AIR BHR,'9934129453',,,,,,
'8929870502',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',04:35:33,0,25.3876427/85.9178769,405-52-792-4660,,---,'919831029344',SMS,'350014046955890','405524222727573',-,AIR BHR,'9934129453',,,,,,
'7321838215',IN,Pre,'7783025241',2726,AIR-BR,'11/06/2026',04:36:21,29,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358723417881260','405523221231389',-,AIR BHR,'9934129181',1841,,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',04:38:45,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099986',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'8235599733',OUT,Pre,'8929027276',4108,VODA-DL,'11/06/2026',04:40:20,13,25.4000219/85.9196172,405-52-792-18855,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'353015618593300','405523221855485',-,AIR BHR,'9934129181',,1201,,,,
'8757465850',IN,Pre,'6299383604',3087,RJIL-BR,'11/06/2026',04:40:52,24,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357427281219310','405523204267816',-,AIR BHR,'9934129181',0894,,,,,
'7739607885',IN,Pre,'9065548426',2726,AIR-BR,'11/06/2026',04:49:36,553,25.3776653/85.9063618,405-52-792-2120,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'351830533826450','405524223641243',-,AIR BHR,'9934129181',5411,,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',04:52:53,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099985',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'8092008781',OUT,Pre,'7091086408',2726,AIR-BR,'11/06/2026',05:00:51,196,25.3876427/85.9178769,405-52-792-4660,25.4025777/85.9051504,405-52-792-36412,'-',Voice,'352672421994480','405523214140504',-,AIR BHR,'9934129181',,4052,,,,
'9636187147',OUT,Pre,'9883190507',3044,RJIL-WB,'11/06/2026',05:01:38,17,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'864978054891790','404701245967409',-,AIR BHR,'9934129223',,2252,,,,
'7070313063',IN,Pre,'7352261315',2100,IDEA-BR,'11/06/2026',05:05:11,54,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'911654207139470','405525217905925',-,AIR BHR,'9934129181',1202,,,,,
'9263012834',OUT,Pre,'8298918607',2726,AIR-BR,'11/06/2026',05:08:16,260,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4669,'-',Voice,'354668152217990','405525214560681',-,AIR BHR,'9934129181',,,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',05:08:55,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099985',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7739332088',SMT,Pre,'BG-WIPJCB-S',,-,'11/06/2026',05:09:01,0,25.3876427/85.9178769,405-52-792-4660,,---,'919427099985',SMS,'357601279052960','405523225712640',-,AIR BHR,'9934129226',,,,,,
'7485011578',IN,Pre,'7870328155',3087,RJIL-BR,'11/06/2026',05:09:38,167,25.3987588/85.9133416,405-52-792-20691,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'351068387511910','405523224847400',-,AIR BHR,'9934129226',5160,,,,,
'8757465850',IN,Pre,'9725148073',2728,AIR-GJ,'11/06/2026',05:10:00,221,25.3933651/85.9295072,405-52-792-63552,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357427281219310','405523204267816',-,AIR BHR,'9934129181',0894,,,,,
'7766960197',OUT,Pre,'6205629565',3087,RJIL-BR,'11/06/2026',05:10:35,9,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357650135040840','405523203862449',-,AIR BHR,'9934129181',,1410,,,,
'7319614921',OUT,Pre,'7992430979',3087,RJIL-BR,'11/06/2026',05:10:45,4,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358698871437600','405524221456157',-,AIR BHR,'9934129181',,1410,,,,
'9211457303',OUT,Pre,'9266956336',2727,AIR-DL,'11/06/2026',05:12:18,114,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'864368043906450','404100641498158',-,AIR BHR,'9934129223',,1013,,,,
'8757465850',IN,Pre,'6299383604',3087,RJIL-BR,'11/06/2026',05:13:07,27,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357427281219310','405523204267816',-,AIR BHR,'9934129181',0894,,,,,
'8757465850',IN,Pre,'9725148073',2728,AIR-GJ,'11/06/2026',05:14:11,132,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357427281219310','405523204267816',-,AIR BHR,'9934129181',0897,,,,,
'9958446891',IN,Pre,'6299457984',3087,RJIL-BR,'11/06/2026',05:14:21,95,25.3876427/85.9178769,405-52-792-4660,25.3952767/85.9233168,405-52-792-51620,'-',Voice,'358969624004740','404100531376966',-,AIR BHR,'9934129226',0882,,,,,
'9289424147',IN,Pre,'7479637970',3499,AIR-BR,'11/06/2026',05:14:49,216,25.3876427/85.9178769,405-52-792-4660,25.3545859/85.9943105,405-52-792-55653,'-',Voice,'351113660549450','404100547254346',-,AIR BHR,'9934129181',1203,,,,,
'8757465850',IN,Pre,'6299383604',3087,RJIL-BR,'11/06/2026',05:15:33,23,25.4000219/85.9196172,405-52-792-18855,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357427281219310','405523204267816',-,AIR BHR,'9934129181',0884,,,,,
'8757465850',OUT,Pre,'6299383604',3087,RJIL-BR,'11/06/2026',05:16:57,15,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357427281219310','405523204267816',-,AIR BHR,'9934129181',,1410,,,,
'9065606178',IN,Pre,'7897145743',3021,AIR-UE,'11/06/2026',05:18:09,125,25.4025777/85.9051504,405-52-792-36412,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'351588113338730','405524227221632',-,AIR BHR,'9934129226',5504,,,,,
'9122839612',IN,Pre,'7631194128',4126,VODA-BR,'11/06/2026',05:21:44,22,25.3876427/85.9178769,405-52-792-4660,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'354849877136480','405522202175246',-,AIR BHR,'9934129226',2259,,,,,
