BHARTI AIRTEL LIMITED 

BIHAR JHARKHAND 

Call Details of CELL ID '405-52-792-18855' from '11-Jun-2026 00:00:00' to '11-Jun-2026 23:59:59' 

Target No,Call Type,TOC,B Party No,LRN No,LRN TSP-LSA,Date,Time,Dur(s),First CGI Lat/Long,First CGI,Last CGI Lat/Long,Last CGI,SMSC No,Service Type,IMEI,IMSI,Call Fow No,Roam Nw,SW & MSC ID,IN TG,OUT TG,Vowifi First UE IP,Port1,Vowifi Last UE IP,Port2
'9122999697',SMT,Pre,'JK-BOBTXN-S',,-,'11/06/2026',05:00:47,0,25.4000219/85.9196172,405-52-792-18855,,---,'917003077801',SMS,'350960979244200','405522203627813',-,AIR BHR,'9934129181',,,,,,
'9570475709',IN,Pre,'9525519657',2726,AIR-BR,'11/06/2026',05:01:53,58,25.3952767/85.9233168,405-52-792-51625,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'355083288706910','405525211981216',-,AIR BHR,'9934129181',5160,,,,,
'9199705373',IN,Pre,'9122488988',3499,AIR-BR,'11/06/2026',05:02:29,28,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'355043111294740','405523102456797',-,AIR BHR,'9934129212',1353,,,,,
'8092008781',OUT,Pre,'9006076719',2726,AIR-BR,'11/06/2026',05:06:47,270,25.4000219/85.9196172,405-52-792-18855,25.3776653/85.9063618,405-52-792-2120,'-',Voice,'352672421994480','405523214140504',-,AIR BHR,'9934129181',,0882,,,,
'9155700903',OUT,Pre,'9939806884',3103,RJIL-DL,'11/06/2026',05:08:06,93,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'354739894659970','405525222490186',-,AIR BHR,'9934129181',,0896,,,,
'7061038745',SMO,Pre,'52263',,-,'11/06/2026',05:08:19,0,25.4000219/85.9196172,405-52-792-18855,,---,'919934029007',SMS,'866147076245770','405525222806819',-,AIR BHR,'9934129181',,,,,,
'8757465850',IN,Pre,'6299383604',3087,RJIL-BR,'11/06/2026',05:15:33,23,25.4000219/85.9196172,405-52-792-18855,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'357427281219310','405523204267816',-,AIR BHR,'9934129181',0884,,,,,
'7319274391',IN,Pre,'6206001329',3087,RJIL-BR,'11/06/2026',05:17:16,86,25.3987588/85.9133416,405-52-792-20691,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'351806727700090','405518025113460',-,AIR BHR,'9934129181',1202,,,,,
'9931992186',OUT,Pre,'8102618266',3087,RJIL-BR,'11/06/2026',05:23:06,379,25.3987588/85.9133416,405-52-792-20692,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'356012872118260','405521103387525',-,AIR BHR,'9934129181',,1410,,,,
'7520306714',IN,Pre,'9771017786',3087,RJIL-BR,'11/06/2026',05:28:32,35,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'867090017507110','405523212039795',-,AIR BHR,'9934129181',1843,,,,,
'7050039240',IN,Pre,'7004450097',3087,RJIL-BR,'11/06/2026',05:29:31,18,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'353798600426420','405524223599979',-,AIR BHR,'9934129181',0894,,,,,
'9931992186',OUT,Pre,'9122841003',3499,AIR-BR,'11/06/2026',05:30:19,133,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'356012872118260','405521103387525',-,AIR BHR,'9934129181',,2000,,,,
'9155587079',IN,Pre,'7050465636',2726,AIR-BR,'11/06/2026',05:36:52,82,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352521701492310','405525224089476',-,AIR BHR,'9934129181',,,,,,
'7050465636',OUT,Pre,'9155587079',3499,AIR-BR,'11/06/2026',05:36:52,82,25.3952767/85.9233168,405-52-792-51625,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'355925381687700','405525221479090',-,AIR BHR,'9934129181',,,,,,
'9931096344',IN,Pre,'8051169218',3087,RJIL-BR,'11/06/2026',05:37:58,50,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'860183046903230','405521117738498',-,AIR BHR,'9934129181',2560,,,,,
'9939491591',IN,Pre,'9162681176',2726,AIR-BR,'11/06/2026',05:39:32,129,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'353849649510810','405522213275352',-,AIR BHR,'9934129181',0884,,,,,
'8434732409',OUT,Pre,'8252811532',3087,RJIL-BR,'11/06/2026',05:42:05,3235,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'353015615500040','405524215876596',-,AIR BHR,'9934129181',,1410,,,,
'9199425650',OUT,Pre,'6200441432',3087,RJIL-BR,'11/06/2026',05:43:03,11,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352185611149280','405525222788195',-,AIR BHR,'9934129181',,1410,,,,
'9199425650',OUT,Pre,'6200441432',3087,RJIL-BR,'11/06/2026',05:43:37,487,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352185611149280','405525222788195',-,AIR BHR,'9934129181',,1410,,,,
'8540841586',IN,Pre,'9334884402',2726,AIR-BR,'11/06/2026',05:46:20,291,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'357895795544510','405522206850211',-,AIR BHR,'9934129226',,,,,,
'9546979234',OUT,Pre,'9304049579',3087,RJIL-BR,'11/06/2026',05:50:02,19,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'354802556164240','405524107498423',-,AIR BHR,'9934129181',,1410,,,,
'7631606041',IN,Pre,'8825182003',3087,RJIL-BR,'11/06/2026',05:50:07,53,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'353245290374420','405526212323706',-,AIR BHR,'9934129181',0894,,,,,
'9931096344',OUT,Pre,'8051169218',3087,RJIL-BR,'11/06/2026',05:52:39,27,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'860183046903230','405521117738498',-,AIR BHR,'9934129181',,1410,,,,
'9155587079',IN,Pre,'7050465636',2726,AIR-BR,'11/06/2026',05:53:06,14,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352521701492310','405525224089476',-,AIR BHR,'9934129181',,,,,,
'9345127248',IN,Pre,'9829480428',3099,RJIL-RJ,'11/06/2026',05:53:42,169,25.4000219/85.9196172,405-52-792-18855,25.3876427/85.9178769,405-52-792-4669,'-',Voice,'869175050599380','404022420620442',-,AIR BHR,'9934129223',2265,,,,,
'9155587079',IN,Pre,'9263012834',2726,AIR-BR,'11/06/2026',05:54:32,21,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352521701492310','405525224089476',-,AIR BHR,'9934129181',,,,,,
'9931096344',OUT,Pre,'8051169218',3087,RJIL-BR,'11/06/2026',05:55:28,5,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'860183046903230','405521117738498',-,AIR BHR,'9934129181',,1410,,,,
'9631749616',OUT,Pre,'7004472729',3087,RJIL-BR,'11/06/2026',05:58:38,114,25.4000219/85.9196172,405-52-792-18855,25.3876427/85.9178769,405-52-792-4669,'-',Voice,'356153076089930','405523209338648',-,AIR BHR,'9934129181',,1410,,,,
'8540988260',OUT,Pre,'6204116022',3087,RJIL-BR,'11/06/2026',05:59:11,25,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'357891917859190','405876149621550',-,AIR BHR,'9934129181',,1410,,,,
'7970303867',OUT,Pre,'8103321047',3094,RJIL-MP,'11/06/2026',06:00:03,309,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'358967108541890','405524214525831',-,AIR BHR,'9934129181',,0880,,,,
'9631355461',OUT,Pre,'7091854346',2726,AIR-BR,'11/06/2026',06:01:26,75,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352521701880140','405521229466553',-,AIR BHR,'9934129181',,5419,,,,
'9006827343',OUT,Pre,'9042369955',3087,RJIL-BR,'11/06/2026',06:09:02,33,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'351830533808660','405523227277005',-,AIR BHR,'9934129181',,1410,,,,
'8084093325',IN,Pre,'7257892559',2726,AIR-BR,'11/06/2026',06:10:45,385,25.3952767/85.9233168,405-52-792-51625,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'357740100958070','405524225100233',-,AIR BHR,'9934129226',2259,,,,,
'7766988895',OUT,Pre,'6202910144',3087,RJIL-BR,'11/06/2026',06:12:07,25,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'863586059111460','405524207672783',-,AIR BHR,'9934129181',,1410,,,,
'9006827343',OUT,Pre,'7739866138',2726,AIR-BR,'11/06/2026',06:13:54,48,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'351830533808660','405523227277005',-,AIR BHR,'9934129181',,5197,,,,
'8235601058',OUT,Pre,'7209835798',3285,AIR-BR,'11/06/2026',06:19:04,17,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'353245291297700','405523218462354',-,AIR BHR,'9934129181',,5056,,,,
'7223909884',IN,Pre,'9711004476',4108,VODA-DL,'11/06/2026',06:19:50,1216,25.4000219/85.9196172,405-52-792-18855,25.3987588/85.9133416,405-52-792-20692,'-',Voice,'353085252900630','404930697008981',-,AIR BHR,'9934129181',0897,,,,,
'7250025672',OUT,Pre,'8434927285',3087,RJIL-BR,'11/06/2026',06:20:53,328,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352959992330610','405523221667952',-,AIR BHR,'9934129181',,1410,,,,
'7295077983',OUT,Pre,'6202310340',3087,RJIL-BR,'11/06/2026',06:21:00,206,25.3987588/85.9133416,405-52-792-20692,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'351266841921440','405522223551808',-,AIR BHR,'9934129181',,1410,,,,
'8294483655',IN,Pre,'9341267883',3087,RJIL-BR,'11/06/2026',06:21:37,29,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352598135587920','405524220694563',-,AIR BHR,'9934129181',1836,,,,,
'9262927490',IN,Pre,'9534010212',2729,AIR-HR,'11/06/2026',06:24:37,185,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'866303080834130','405521217540195',-,AIR BHR,'9934129226',2264,,,,,
'9006827343',IN,Pre,'9031404105',3285,AIR-BR,'11/06/2026',06:28:46,48,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'351830533808660','405523227277005',-,AIR BHR,'9934129181',,,,,,
'9162806364',IN,Pre,'9113432826',3087,RJIL-BR,'11/06/2026',06:29:10,13,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'358491833428220','405522219653078',-,AIR BHR,'9934129179',0894,,,,,
'7739179295',IN,Pre,'9801349732',2726,AIR-BR,'11/06/2026',06:29:21,243,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'356775957845070','405523225144169',-,AIR BHR,'9934129226',2234,,,,,
'9006827343',IN,Pre,'9631477124',2726,AIR-BR,'11/06/2026',06:30:10,146,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'351830533808660','405523227277005',-,AIR BHR,'9934129181',1833,,,,,
'7739179295',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',06:33:24,0,25.4000219/85.9196172,405-52-792-18855,,---,'919831029344',SMS,'356775957845070','405523225144169',-,AIR BHR,'9934129226',,,,,,
'7739179295',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',06:33:44,0,25.4000219/85.9196172,405-52-792-18855,,---,'919831029344',SMS,'356775957845070','405523225144169',-,AIR BHR,'9934129226',,,,,,
'9262927490',IN,Pre,'7079182209',2726,AIR-BR,'11/06/2026',06:33:47,161,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'866303080834130','405521217540195',-,AIR BHR,'9934129226',2247,,,,,
'9262927490',OUT,Pre,'9798201603',3087,RJIL-BR,'11/06/2026',06:37:06,57,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'866303080834130','405521217540195',-,AIR BHR,'9934129226',,1206,,,,
'8434732409',OUT,Pre,'8252811532',3087,RJIL-BR,'11/06/2026',06:40:04,4098,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'353015615500040','405524215876596',-,AIR BHR,'9934129181',,1410,,,,
'9162934997',IN,Pre,'9201304776',3094,RJIL-MP,'11/06/2026',06:41:18,25,25.3876427/85.9178769,405-52-792-4660,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352299913484050','405521218907812',-,AIR BHR,'9934129181',0834,,,,,
'7223909884',IN,Pre,'9711004476',4108,VODA-DL,'11/06/2026',06:45:44,299,25.4000219/85.9196172,405-52-792-18855,25.3952767/85.9233168,405-52-792-51625,'-',Voice,'353085252900630','404930697008981',-,AIR BHR,'9934129181',0897,,,,,
'7480071826',OUT,Pre,'8877095100',4126,VODA-BR,'11/06/2026',06:47:37,13,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'355823093945210','405876912854225',-,AIR BHR,'9934129226',,1068,,,,
'9262577236',OUT,Pre,'7050917768',3499,AIR-BR,'11/06/2026',06:49:11,100,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'355091105515080','405523207863121',-,AIR BHR,'9934129226',,3001,,,,
'9155780331',IN,Pre,'8340111426',2726,AIR-BR,'11/06/2026',06:52:06,67,25.3987588/85.9133416,405-52-792-20692,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'359267078957000','405523218724625',-,AIR BHR,'9934129181',,,,,,
'6202167928',IN,Pre,'8271091099',3103,RJIL-DL,'11/06/2026',06:52:52,227,25.3987588/85.9133416,405-52-792-20692,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'359538353630670','404100568862257',-,AIR BHR,'9934129181',0884,,,,,
'9801357981',OUT,Pre,'8409487145',3499,AIR-BR,'11/06/2026',06:53:17,28,25.4000219/85.9196172,405-52-792-18855,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'358373053269890','405526208346930',-,AIR BHR,'9934129181',,0896,,,,
'9523887982',OUT,Pre,'7667115215',3087,RJIL-BR,'11/06/2026',06:57:29,68,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'358082107777550','405524222928671',-,AIR BHR,'9934129181',,1410,,,,
'8540841586',IN,Pre,'9334884402',2726,AIR-BR,'11/06/2026',06:58:48,70,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'357895795544510','405522206850211',-,AIR BHR,'9934129226',,,,,,
'7519632219',IN,Pre,'8676978950',4126,VODA-BR,'11/06/2026',07:00:30,40,25.3876427/85.9178769,405-52-792-4669,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'358176241432230','405526210965815',-,AIR BHR,'9934129226',2260,,,,,
'9122790382',IN,Pre,'9304291815',3087,RJIL-BR,'11/06/2026',07:01:11,89,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'355368090286560','405521222352533',-,AIR BHR,'9934129181',0897,,,,,
'8271371145',IN,Pre,'9110159896',3087,RJIL-BR,'11/06/2026',07:01:37,43,25.3987588/85.9133416,405-52-792-20692,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'357343646232850','405526208141347',-,AIR BHR,'9934129181',0894,,,,,
'7759025314',OUT,Pre,'7481820839',2726,AIR-BR,'11/06/2026',07:02:21,1137,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352299866504540','405525224369794',-,AIR BHR,'9934129181',,0899,,,,
'8294483655',IN,Pre,'7484893406',2726,AIR-BR,'11/06/2026',07:03:11,40,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'352598135587920','405524220694563',-,AIR BHR,'9934129181',1844,,,,,
'9122311998',IN,Pre,'8825157821',3087,RJIL-BR,'11/06/2026',07:03:50,1018,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18859,'-',Voice,'353140540655800','405876159599414',-,AIR BHR,'9934129181',1844,,,,,
'7091945547',IN,Pre,'9708270671',3087,RJIL-BR,'11/06/2026',07:05:58,167,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'351749532589710','405525208941479',-,AIR BHR,'9934129181',0884,,,,,
'8406007036',IN,Pre,'7004375073',3087,RJIL-BR,'11/06/2026',07:06:59,12,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'357834239586510','405521222655039',-,AIR BHR,'9934129181',0894,,,,,
'8757413667',IN,Pre,'9135035441',3087,RJIL-BR,'11/06/2026',07:07:01,36,25.4000219/85.9196172,405-52-792-18855,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'355239426807170','405522202174160',-,AIR BHR,'9934129179',0894,,,,,
'7091945547',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',07:08:45,0,25.4000219/85.9196172,405-52-792-18855,,---,'919831029344',SMS,'351749532589710','405525208941479',-,AIR BHR,'9934129181',,,,,,
'7091945547',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',07:08:58,0,25.4000219/85.9196172,405-52-792-18855,,---,'919831029344',SMS,'351749532589710','405525208941479',-,AIR BHR,'9934129181',,,,,,
'7091945547',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',07:09:03,0,25.4000219/85.9196172,405-52-792-18855,,---,'919831029344',SMS,'351749532589710','405525208941479',-,AIR BHR,'9934129181',,,,,,
