BHARTI AIRTEL LIMITED 

BIHAR JHARKHAND 

Call Details of CELL ID '405-52-792-20691' from '11-Jun-2026 00:00:00' to '11-Jun-2026 23:59:59' 

Target No,Call Type,TOC,B Party No,LRN No,LRN TSP-LSA,Date,Time,Dur(s),First CGI Lat/Long,First CGI,Last CGI Lat/Long,Last CGI,SMSC No,Service Type,IMEI,IMSI,Call Fow No,Roam Nw,SW & MSC ID,IN TG,OUT TG,Vowifi First UE IP,Port1,Vowifi Last UE IP,Port2
'9006026691',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',03:53:38,0,25.3987588/85.9133416,405-52-792-20691,,---,'919831029344',SMS,'359092261085420','405521211129906',-,AIR BHR,'9934129181',,,,,,
'9006026691',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',03:53:41,0,25.3987588/85.9133416,405-52-792-20691,,---,'919831029344',SMS,'359092261085420','405521211129906',-,AIR BHR,'9934129181',,,,,,
'7428656614',OUT,Pre,'9852173682',3087,RJIL-BR,'11/06/2026',04:16:04,25,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'863073056920710','404100519081127',-,AIR BHR,'9934129223',,1063,,,,
'8797062810',SMT,Pre,'AD-CANBNK-S',,-,'11/06/2026',04:25:02,0,25.3987588/85.9133416,405-52-792-20691,,---,'919892958696',SMS,'357196102669180','405522215741171',-,AIR BHR,'9934129226',,,,,,
'8797062810',SMT,Pre,'AD-CANBNK-S',,-,'11/06/2026',04:25:06,0,25.3987588/85.9133416,405-52-792-20691,,---,'919892958696',SMS,'357196102669180','405522215741171',-,AIR BHR,'9934129226',,,,,,
'8521121023',OUT,Pre,'8409898130',3087,RJIL-BR,'11/06/2026',04:30:33,14,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'351782937680480','405524227552716',-,AIR BHR,'9934129171',,0884,,,,
'9570475709',OUT,Pre,'9525519657',2726,AIR-BR,'11/06/2026',04:31:28,28,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355083288706910','405525211981216',-,AIR BHR,'9934129181',,5036,,,,
'7485011578',IN,Pre,'7870328155',3087,RJIL-BR,'11/06/2026',04:40:53,69,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'351068387511910','405523224847400',-,AIR BHR,'9934129226',2239,,,,,
'9771829703',OUT,Pre,'7970443444',2726,AIR-BR,'11/06/2026',04:58:17,46,25.4000219/85.9196172,405-52-792-18859,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358161162629150','405525211352295',-,AIR BHR,'9934129181',,5027,,,,
'9576971173',OUT,Pre,'9973611396',2726,AIR-BR,'11/06/2026',05:03:14,43,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'351281321285160','405525214175782',-,AIR BHR,'9934129181',,,,,,
'7485011578',IN,Pre,'7870328155',3087,RJIL-BR,'11/06/2026',05:09:38,167,25.3987588/85.9133416,405-52-792-20691,25.3876427/85.9178769,405-52-792-4660,'-',Voice,'351068387511910','405523224847400',-,AIR BHR,'9934129226',5160,,,,,
'7541064651',OUT,Pre,'7739205939',2726,AIR-BR,'11/06/2026',05:11:19,88,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'354242001188640','405524224730919',-,AIR BHR,'9934129181',,5434,,,,
'9852924100',SMT,Pre,'Airtel-S',,-,'11/06/2026',05:13:36,0,25.3987588/85.9133416,405-52-792-20691,,---,'919845060896',SMS,'869637040547530','404100563232790',-,AIR BHR,'9934129181',,,,,,
'9852924100',SMT,Pre,'Airtel-S',,-,'11/06/2026',05:13:43,0,25.3987588/85.9133416,405-52-792-20691,,---,'919845060896',SMS,'869637040547530','404100563232790',-,AIR BHR,'9934129181',,,,,,
'9852924100',SMT,Pre,'Airtel-S',,-,'11/06/2026',05:13:49,0,25.3987588/85.9133416,405-52-792-20691,,---,'919845060896',SMS,'869637040547530','404100563232790',-,AIR BHR,'9934129181',,,,,,
'9852924100',SMT,Pre,'Airtel-S',,-,'11/06/2026',05:13:52,0,25.3987588/85.9133416,405-52-792-20691,,---,'919845060896',SMS,'869637040547530','404100563232790',-,AIR BHR,'9934129181',,,,,,
'7319274391',IN,Pre,'6206001329',3087,RJIL-BR,'11/06/2026',05:17:16,86,25.3987588/85.9133416,405-52-792-20691,25.4000219/85.9196172,405-52-792-18855,'-',Voice,'351806727700090','405518025113460',-,AIR BHR,'9934129181',1202,,,,,
'9199086875',IN,Pre,'7250888273',3087,RJIL-BR,'11/06/2026',05:25:56,41,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357196102357870','405523106720920',-,AIR BHR,'9934129181',2560,,,,,
'8539838583',OUT,Pre,'7667589502',3087,RJIL-BR,'11/06/2026',05:25:57,146,25.4000219/85.9196172,405-52-792-18859,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'351266842710960','405876151750681',-,AIR BHR,'9934129181',,1410,,,,
'7479441465',IN,Pre,'7781035239',2726,AIR-BR,'11/06/2026',05:27:05,55,25.3876427/85.9178769,405-52-792-4660,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'352923220652580','405522200801624',-,AIR BHR,'9934129181',5502,,,,,
'9199086875',OUT,Pre,'7004542268',3087,RJIL-BR,'11/06/2026',05:27:22,20,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357196102357870','405523106720920',-,AIR BHR,'9934129181',,1410,,,,
'9199086875',OUT,Pre,'7070165050',2726,AIR-BR,'11/06/2026',05:28:35,27,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357196102357870','405523106720920',-,AIR BHR,'9934129181',,5196,,,,
'8235598593',OUT,Pre,'9508537150',3087,RJIL-BR,'11/06/2026',05:31:15,74,25.3876427/85.9178769,405-52-792-4669,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'352598135949600','405526206579791',-,AIR BHR,'9934129226',,1205,,,,
'9162248339',OUT,Pre,'8292077463',3087,RJIL-BR,'11/06/2026',05:32:22,50,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'351424220160240','405523193349192',-,AIR BHR,'9934129181',,1410,,,,
'8396819757',OUT,Pre,'9801475188',2726,AIR-BR,'11/06/2026',05:35:37,1593,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358241926890980','405526212132951',-,AIR BHR,'9934129179',,4053,,,,
'7484075871',IN,Pre,'7858009027',3087,RJIL-BR,'11/06/2026',05:35:42,1406,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20692,'-',Voice,'353842669025390','405521228051659',-,AIR BHR,'9934129453',1204,,,,,
'8294512058',IN,Pre,'9570951621',4126,VODA-BR,'11/06/2026',05:38:39,305,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355239428657930','405526110386684',-,AIR BHR,'9934129181',0884,,,,,
'7050465636',OUT,Pre,'9155587079',3499,AIR-BR,'11/06/2026',05:39:22,43,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355925381687700','405525221479090',-,AIR BHR,'9934129181',,,,,,
'7070219826',IN,Pre,'7643964823',3499,AIR-BR,'11/06/2026',05:41:40,48,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'353313354260300','405524223962226',-,AIR BHR,'9934129181',5415,,,,,
'7050465636',OUT,Pre,'9155587079',3499,AIR-BR,'11/06/2026',05:42:30,32,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355925381687700','405525221479090',-,AIR BHR,'9934129181',,,,,,
'7070219826',IN,Pre,'7643964823',3499,AIR-BR,'11/06/2026',05:42:46,188,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'353313354260300','405524223962226',-,AIR BHR,'9934129181',5415,,,,,
'7765047095',OUT,Pre,'9546102115',2726,AIR-BR,'11/06/2026',05:43:01,41,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'356528619017150','405522202175231',-,AIR BHR,'9934129181',,,,,,
'8294512058',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',05:43:43,0,25.3987588/85.9133416,405-52-792-20691,,---,'919831029344',SMS,'355239428657930','405526110386684',-,AIR BHR,'9934129181',,,,,,
'8294512058',SMT,Pre,'AB-AIRTEL-S',,-,'11/06/2026',05:43:43,0,25.3987588/85.9133416,405-52-792-20691,,---,'919890784018',SMS,'355239428657930','405526110386684',-,AIR BHR,'9934129181',,,,,,
'7070389488',OUT,Pre,'7643963865',3087,RJIL-BR,'11/06/2026',05:45:18,6,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358279766137280','405521217587835',-,AIR BHR,'9934129181',,1410,,,,
'7739463447',OUT,Pre,'7549592818',4126,VODA-BR,'11/06/2026',05:45:55,440,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357660732265570','405523221848412',-,AIR BHR,'9934129179',,1608,,,,
'7645074724',SMO,Pre,'52263',,-,'11/06/2026',05:48:19,0,25.3987588/85.9133416,405-52-792-20691,,---,'919934029007',SMS,'358438624771570','405524221401722',-,AIR BHR,'9934129181',,,,,,
'9973862017',OUT,Pre,'8789312421',3087,RJIL-BR,'11/06/2026',05:48:47,180,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20693,'-',Voice,'357272891890270','405524224031576',-,AIR BHR,'9934129181',,1410,,,,
'7645074724',OUT,Pre,'7903341513',3087,RJIL-BR,'11/06/2026',05:49:00,108,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358438624771570','405524221401722',-,AIR BHR,'9934129181',,1410,,,,
'9321106300',OUT,Pre,'8092149937',3285,AIR-BR,'11/06/2026',05:50:42,675,25.3987588/85.9133416,405-52-792-20692,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'353510872892600','405521224990458',-,AIR BHR,'9934129226',,5057,,,,
'7645074724',IN,Pre,'7903341513',3087,RJIL-BR,'11/06/2026',05:51:24,12,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358438624771570','405524221401722',-,AIR BHR,'9934129181',0879,,,,,
'7645074724',IN,Pre,'7903341513',3087,RJIL-BR,'11/06/2026',05:51:50,36,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358438624771570','405524221401722',-,AIR BHR,'9934129181',1843,,,,,
'9122490700',OUT,Pre,'6377665435',3087,RJIL-BR,'11/06/2026',05:52:07,475,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357650135664890','405524215479137',-,AIR BHR,'9934129181',,1410,,,,
'9661810030',OUT,Pre,'8809131676',2726,AIR-BR,'11/06/2026',05:52:42,25,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355607119489700','405525210295920',-,AIR BHR,'9934129212',,5419,,,,
'7050465636',OUT,Pre,'9155587079',3499,AIR-BR,'11/06/2026',05:53:06,14,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355925381687700','405525221479090',-,AIR BHR,'9934129181',,,,,,
'7739463447',OUT,Pre,'7549592818',4126,VODA-BR,'11/06/2026',05:55:22,28,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357660732265570','405523221848412',-,AIR BHR,'9934129179',,1608,,,,
'7739463447',OUT,Pre,'7549592818',4126,VODA-BR,'11/06/2026',05:56:13,10,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357660732265570','405523221848412',-,AIR BHR,'9934129179',,1608,,,,
'8235599003',OUT,Pre,'7367059475',3087,RJIL-BR,'11/06/2026',05:58:05,107,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'352049841323140','405526206580178',-,AIR BHR,'9934129181',,1410,,,,
'6900257861',IN,Pre,'7209955722',3285,AIR-BR,'11/06/2026',05:59:29,145,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357289125347520','405561000539998',-,AIR BHR,'9934129212',1218,,,,,
'7781802267',IN,Pre,'9534798802',3092,RJIL-KA,'11/06/2026',06:02:11,217,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'351602544063280','405522217529416',-,AIR BHR,'9934129181',0884,,,,,
'8298459272',IN,Pre,'9204464593',3087,RJIL-BR,'11/06/2026',06:02:16,84,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'350115575602190','405521217177831',-,AIR BHR,'9934129223',2265,,,,,
'7070219826',IN,Pre,'9798744634',3087,RJIL-BR,'11/06/2026',06:02:24,16,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'353313354260300','405524223962226',-,AIR BHR,'9934129181',5415,,,,,
'9199086875',IN,Pre,'8294100501',2726,AIR-BR,'11/06/2026',06:06:13,14,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357196102357870','405523106720920',-,AIR BHR,'9934129181',1842,,,,,
'9199086875',IN,Pre,'8084359169',2726,AIR-BR,'11/06/2026',06:10:43,29,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357196102357870','405523106720920',-,AIR BHR,'9934129181',0899,,,,,
'8409393430',IN,Pre,'6287004645',2726,AIR-BR,'11/06/2026',06:13:53,126,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'352598134396950','405523213589681',-,AIR BHR,'9934129181',5510,,,,,
'7541064651',OUT,Pre,'7739205939',2726,AIR-BR,'11/06/2026',06:16:55,217,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'354242001188640','405524224730919',-,AIR BHR,'9934129181',,5057,,,,
'7250672525',IN,Pre,'9798039004',3087,RJIL-BR,'11/06/2026',06:17:22,146,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355610110974320','405525102535078',-,AIR BHR,'9934129223',2253,,,,,
'7209582558',IN,Pre,'7033691463',2726,AIR-BR,'11/06/2026',06:18:47,2,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'353753110485490','405523224467421',-,AIR BHR,'9934129181',,,,,,
'7209582558',OUT,Pre,'7033691463',2726,AIR-BR,'11/06/2026',06:19:44,30,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'353753110485490','405523224467421',-,AIR BHR,'9934129181',,,,,,
'7250672525',IN,Pre,'9798039004',3087,RJIL-BR,'11/06/2026',06:20:01,25,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355610110974320','405525102535078',-,AIR BHR,'9934129223',2265,,,,,
'7782823165',OUT,Pre,'9162258684',2726,AIR-BR,'11/06/2026',06:22:51,255,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358962174225120','405523223863756',-,AIR BHR,'9934129181',,,,,,
'9122490700',OUT,Pre,'6377665435',3087,RJIL-BR,'11/06/2026',06:22:59,141,25.3987588/85.9133416,405-52-792-20692,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357650135664890','405524215479137',-,AIR BHR,'9934129181',,1410,,,,
'8409713552',SMT,Pre,'BV-ADHAAR-G',,-,'11/06/2026',06:24:12,0,25.3987588/85.9133416,405-52-792-20691,,---,'919475580002',SMS,'356049421417130','405522225540101',-,AIR BHR,'9934129223',,,,,,
'8409713552',SMT,Pre,'BV-ADHAAR-G',,-,'11/06/2026',06:24:18,0,25.3987588/85.9133416,405-52-792-20691,,---,'919475580002',SMS,'356049421417130','405522225540101',-,AIR BHR,'9934129223',,,,,,
'9570475709',IN,Pre,'9525519657',2726,AIR-BR,'11/06/2026',06:27:12,135,25.3987588/85.9133416,405-52-792-20692,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355083288706910','405525211981216',-,AIR BHR,'9934129181',5160,,,,,
'7782823165',OUT,Pre,'9229970445',3087,RJIL-BR,'11/06/2026',06:27:48,100,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358962174225120','405523223863756',-,AIR BHR,'9934129181',,1410,,,,
'9801349732',OUT,Pre,'7739179295',2726,AIR-BR,'11/06/2026',06:29:22,243,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'359262833634390','405524224843108',-,AIR BHR,'9934129181',,4052,,,,
'8409118201',OUT,Pre,'8099814573',2725,AIR-AS,'11/06/2026',06:30:26,48,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'359538357524130','405524207850827',-,AIR BHR,'9934129181',,1201,,,,
'9546880694',OUT,Pre,'8102422076',3087,RJIL-BR,'11/06/2026',06:31:34,25,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357343643015260','405522220113799',-,AIR BHR,'9934129181',,1410,,,,
'8235599003',OUT,Pre,'7282948431',2726,AIR-BR,'11/06/2026',06:34:07,103,25.3987588/85.9133416,405-52-792-20692,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'352049841323140','405526206580178',-,AIR BHR,'9934129181',,1833,,,,
'8396819757',IN,Pre,'9801475188',2726,AIR-BR,'11/06/2026',06:35:54,1066,25.3987588/85.9133416,405-52-792-20692,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358241926890980','405526212132951',-,AIR BHR,'9934129179',4053,,,,,
'9661129948',SMO,Pre,'52263',,-,'11/06/2026',06:36:30,0,25.3987588/85.9133416,405-52-792-20691,,---,'919934029007',SMS,'355371459519510','405521225410713',-,AIR BHR,'9934129179',,,,,,
'8541897060',IN,Pre,'9693612585',3087,RJIL-BR,'11/06/2026',06:36:46,16,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358597486980020','405526211034259',-,AIR BHR,'9934129422',0882,,,,,
'7766808878',IN,Pre,'9304375783',3087,RJIL-BR,'11/06/2026',06:37:23,45,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20692,'-',Voice,'352185618978960','405524206438735',-,AIR BHR,'9934129181',0897,,,,,
'7781994931',OUT,Pre,'7488157231',3087,RJIL-BR,'11/06/2026',06:38:05,16,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'352025110139570','405526213533886',-,AIR BHR,'9934129226',,1000,,,,
'7781994931',OUT,Pre,'7488157231',3087,RJIL-BR,'11/06/2026',06:38:39,14,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'352025110139570','405526213533886',-,AIR BHR,'9934129226',,1000,,,,
'9871944724',OUT,Pre,'7250026100',3087,RJIL-BR,'11/06/2026',06:40:40,1049,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'865115042733980','405525221752847',-,AIR BHR,'9934129223',,1063,,,,
'9122490700',OUT,Pre,'7782962474',2726,AIR-BR,'11/06/2026',06:41:55,830,25.3987588/85.9133416,405-52-792-20692,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357650135664890','405524215479137',-,AIR BHR,'9934129181',,,,,,
'7781943046',IN,Pre,'9570437514',3087,RJIL-BR,'11/06/2026',06:42:10,451,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355295341258400','405524227240902',-,AIR BHR,'9934129226',0882,,,,,
'8084645945',IN,Pre,'7979969166',3087,RJIL-BR,'11/06/2026',06:42:49,23,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358991222952220','405522206164376',-,AIR BHR,'9934129181',1202,,,,,
'9931242042',IN,Pre,'9546857923',2726,AIR-BR,'11/06/2026',06:43:23,64,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'359561144425550','405526218250222',-,AIR BHR,'9934129226',2234,,,,,
'7970334478',IN,Pre,'9199169312',2726,AIR-BR,'11/06/2026',06:44:54,52,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'358278130458190','405523226429990',-,AIR BHR,'9934129181',5166,,,,,
'7645905665',IN,Pre,'7033275522',2726,AIR-BR,'11/06/2026',06:46:02,42,25.3987588/85.9133416,405-52-792-20691,25.3876427/85.9178769,405-52-792-4669,'-',Voice,'350630720523760','405525221066342',-,AIR BHR,'9934129422',5506,,,,,
'7461045650',SMT,Pre,'57575022',,-,'11/06/2026',06:46:30,0,25.3987588/85.9133416,405-52-792-20691,,---,'918299901123',SMS,'861514072828800','405525222763017',-,AIR BHR,'9934129226',,,,,,
'9939857398',IN,Pre,'9835157711',3087,RJIL-BR,'11/06/2026',06:48:09,2571,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'357415080179700','405525223129248',-,AIR BHR,'9934129223',0885,,,,,
'9871944724',OUT,Pre,'6302155691',3087,RJIL-BR,'11/06/2026',06:48:31,69,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'865115042733980','405525221752847',-,AIR BHR,'9934129223',,1063,,,,
'7033514554',OUT,Pre,'7542060971',2726,AIR-BR,'11/06/2026',06:51:50,32,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20691,'-',Voice,'355083286029440','405526211705487',-,AIR BHR,'9934129181',,,,,,
'9973683332',IN,Pre,'9288110647',3087,RJIL-BR,'11/06/2026',06:52:19,770,25.3987588/85.9133416,405-52-792-20691,25.3987588/85.9133416,405-52-792-20692,'-',Voice,'351775763004880','405525223406093',-,AIR BHR,'9934129226',2257,,,,,
