BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-2325-233856799 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
9875541405,100.87.125.251,3585579430178522,405522219004428,46780721,4914218,51694939,11-Jun-2026 18:32:28,11-Jun-2026 20:27:04,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:1260:f744:1:2:a5da:4c7,25.5351079,86.6150462,405-52-2325-233856799
9801632694,100.89.175.149,8629840545968521,405523200863559,111680877,91146079,202826956,11-Jun-2026 18:34:08,11-Jun-2026 20:15:54,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:710c:d7cd:0:0:62b:fcf3,25.5351079,86.6150462,405-52-2325-233856799
7808938871,100.91.214.41,8608010635372178,405523212243019,2521658,1230731,3752389,11-Jun-2026 18:34:34,11-Jun-2026 20:29:38,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cad:eb37:0:0:a3d:4bf3,25.5351079,86.6150462,405-52-2325-233856799
7258986263,100.118.66.210,8691160644010178,405521222374351,179236,102708,281944,11-Jun-2026 18:34:44,11-Jun-2026 20:24:04,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b530:2c1e:7867:f71e:8dd2:2509,25.5351079,86.6150462,405-52-2325-233856799
7643901104,100.85.72.156,8600350650052623,405525213123249,136968,103295,240263,11-Jun-2026 18:35:29,11-Jun-2026 20:31:45,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:710a:a52d:0:0:43a:14f8,25.5351079,86.6150462,405-52-2325-233856799
7643901104,100.85.72.156,8600350650052623,405525213123249,4499834,1772120,6271954,11-Jun-2026 18:35:29,11-Jun-2026 20:31:45,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:710a:a52d:0:0:43a:14f8,25.5351079,86.6150462,405-52-2325-233856799
9155378021,100.112.110.239,3525285130561978,405523197704124,317604869,23594735,341199604,11-Jun-2026 18:35:56,11-Jun-2026 20:34:52,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3858:9fb3:e28:b7ec:ba7a:4404,25.5351079,86.6150462,405-52-2325-233856799
7643904344,100.69.79.250,8698050571324123,405521225801145,0,0,0,11-Jun-2026 18:36:05,11-Jun-2026 20:36:05,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:121c:6e28:2:2:87d4:dd02,25.5351079,86.6150462,405-52-2325-233856799
6204806565,100.95.68.206,3586517165675478,405525221915726,153417807,11467136,164884943,11-Jun-2026 18:41:40,11-Jun-2026 20:36:44,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cdf:b530:0:0:22f:6ccb,25.5351079,86.6150462,405-52-2325-233856799
8709150567,100.93.140.227,8661730610656678,404022424841346,1182979,533726,1716705,11-Jun-2026 18:44:17,11-Jun-2026 19:53:02,Pre,BIHAR-JHAR,5G,,PUNJAB,2401:4900:b3f7:77eb:c316:7605:dddf:65c3,25.5351079,86.6150462,405-52-2325-233856799
8235471934,100.87.175.220,3596801603474801,405522223846525,545154,540336,1085490,11-Jun-2026 18:44:42,11-Jun-2026 20:41:54,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:715b:c62a:0:0:625:7de3,25.5351079,86.6150462,405-52-2325-233856799
8235471934,100.87.175.220,3596801603474801,405522223846525,10615021,7802981,18418002,11-Jun-2026 18:44:42,11-Jun-2026 20:41:54,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:715b:c62a:0:0:625:7de3,25.5351079,86.6150462,405-52-2325-233856799
8051687857,100.76.184.95,8664720420160006,405522222191499,0,0,0,11-Jun-2026 18:45:15,11-Jun-2026 20:45:15,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3990:879a:1:1:68c8:7b51,25.5351079,86.6150462,405-52-2325-233856799
8709150567,100.93.140.227,8661730610656678,404022424841346,43757015,5976006,49733021,11-Jun-2026 18:45:27,11-Jun-2026 19:52:56,Pre,BIHAR-JHAR,5G,,PUNJAB,2401:4900:b3f7:77eb:c316:7605:dddf:65c3,25.5351079,86.6150462,405-52-2325-233856799
9973706454,100.68.190.53,8660220750956113,405522218197445,557622,145573,703195,11-Jun-2026 18:46:27,11-Jun-2026 20:08:09,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:d143:cfd0:4890:5fdd:4ba:70da,25.5351079,86.6150462,405-52-2325-233856799
9973706454,100.68.190.53,8660220750956113,405522218197445,64900777,4640192,69540969,11-Jun-2026 18:46:29,11-Jun-2026 20:08:10,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:d143:cfd0:4890:5fdd:4ba:70da,25.5351079,86.6150462,405-52-2325-233856799
7254860006,100.113.45.207,8699470728430196,405526210018751,3817779,1685662,5503441,11-Jun-2026 18:47:00,11-Jun-2026 20:35:35,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:772d:4e79:bdad:f84:d9eb:6305,25.5351079,86.6150462,405-52-2325-233856799
8292151663,100.125.250.35,8604390516400931,405521225563621,3725017,2777908,6502925,11-Jun-2026 18:47:06,11-Jun-2026 20:16:46,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73ea:72ce:19c:32b5:6897:25c7,25.5351079,86.6150462,405-52-2325-233856799
7970685613,100.125.16.34,8695960739788533,405524222121590,138133,210268,348401,11-Jun-2026 18:48:19,11-Jun-2026 20:06:39,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:d16b:f81:b866:84c6:d94b:4b08,25.5351079,86.6150462,405-52-2325-233856799
9060455087,100.64.74.197,8681660624215278,405522216938551,72701,24638,97339,11-Jun-2026 18:49:00,11-Jun-2026 20:41:30,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:7150:361c:0:0:42a:53a9,25.5351079,86.6150462,405-52-2325-233856799
9709766424,100.66.152.164,3533708092471901,405522212325558,31472483,1753968,33226451,11-Jun-2026 18:49:55,11-Jun-2026 20:31:21,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:d141:5d9e:45a7:6cd5:c5e7:4b87,25.5351079,86.6150462,405-52-2325-233856799
7739552816,100.83.99.28,8695140590413023,405525212066392,54627115,6022608,60649723,11-Jun-2026 18:50:30,11-Jun-2026 20:46:02,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cc9:b123:0:0:1036:c964,25.5351079,86.6150462,405-52-2325-233856799
7520182629,100.71.74.70,3555708127794578,405522226647720,2049498,1244596,3294094,11-Jun-2026 18:50:51,11-Jun-2026 20:49:49,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3854:c611:e9f6:a8cb:6f1a:50c,25.5351079,86.6150462,405-52-2325-233856799
5754211071436,10.184.159.31,8650440751416300,404103400114591,11144,58070,69214,11-Jun-2026 18:51:45,11-Jun-2026 19:49:41,Post,BIHAR-JHAR,4G,,DELHI,,25.5351079,86.6150462,405-52-2325-233856799
5754211903002,10.135.207.31,8675090850096200,404103407190631,6012,10946,16958,11-Jun-2026 18:52:12,11-Jun-2026 20:51:57,Post,BIHAR-JHAR,4G,,DELHI,,25.5351079,86.6150462,405-52-2325-233856799
7428355653,100.92.69.118,8626110692180455,404100541028258,14754,9846,24600,11-Jun-2026 18:56:50,11-Jun-2026 19:57:08,Pre,BIHAR-JHAR,4G,,DELHI,2401:4900:362f:8b57:1:1:7ff8:9035,25.5351079,86.6150462,405-52-2325-233856799
7355165754,100.83.250.241,8611440552382238,404022427899727,0,0,0,11-Jun-2026 19:02:37,11-Jun-2026 21:02:37,Pre,BIHAR-JHAR,4G,,PUNJAB,2401:4900:1688:d84d:1:1:8e57:f426,25.5351079,86.6150462,405-52-2325-233856799
8051811618,100.79.136.122,8602130557733185,405524209842914,32864081,5628523,38492604,11-Jun-2026 19:03:37,11-Jun-2026 20:40:12,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cc7:de5c:0:0:427:50cc,25.5351079,86.6150462,405-52-2325-233856799
7631344965,100.93.168.19,3594686768967501,405522226127253,1701217,677561,2378778,11-Jun-2026 19:03:44,11-Jun-2026 21:00:11,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:3850:9668:b8f6:36f6:f23e:2d51,25.5351079,86.6150462,405-52-2325-233856799
8527972341,100.95.50.220,8639600480251706,404100526338054,89716776,5464086,95180862,11-Jun-2026 19:04:44,11-Jun-2026 19:51:37,Pre,BIHAR-JHAR,4G,,DELHI,2401:4900:b029:b9ca:255:fdee:e4a8:d8df,25.5351079,86.6150462,405-52-2325-233856799
9931775080,100.95.14.114,8680250417549738,405524224205451,364151291,36117862,400269153,11-Jun-2026 19:06:09,11-Jun-2026 20:43:52,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cbf:9e66:0:0:626:d10c,25.5351079,86.6150462,405-52-2325-233856799
7633860304,100.93.106.224,8614900535046678,405525224926531,3708267,1759133,5467400,11-Jun-2026 19:06:51,11-Jun-2026 19:58:48,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73f7:6806:3eae:b3a5:e9fd:4d03,25.5351079,86.6150462,405-52-2325-233856799
7250990040,100.66.88.200,8643280717375678,405521221891014,1358844,851869,2210713,11-Jun-2026 19:07:08,11-Jun-2026 20:29:02,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:778e:7c22:431:f2b8:f861:f5c3,25.5351079,86.6150462,405-52-2325-233856799
9241623990,100.123.198.58,8660480814404556,405524226392332,411213,175585,586798,11-Jun-2026 19:07:33,11-Jun-2026 19:51:34,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:73d3:513:502:4077:e203:cb9d,25.5351079,86.6150462,405-52-2325-233856799
5754235540535,10.172.143.176,3557124765854500,404100804612996,13317201,727011,14044212,11-Jun-2026 19:07:58,11-Jun-2026 20:02:52,Post,BIHAR-JHAR,5G,,DELHI,2401:4900:b2ce:ef4b:a144:bb72:9c0c:6417,25.5351079,86.6150462,405-52-2325-233856799
5754235540535,10.172.143.176,3557124765854500,404100804612996,981436811,28522024,1009958835,11-Jun-2026 19:08:37,11-Jun-2026 20:11:56,Post,BIHAR-JHAR,5G,,DELHI,2401:4900:b2ce:ef4b:a144:bb72:9c0c:6417,25.5351079,86.6150462,405-52-2325-233856799
9430419790,100.82.163.241,8607450550780015,405526192359503,197203,88632,285835,11-Jun-2026 19:09:25,11-Jun-2026 21:07:53,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3629:40e6:1:2:87f3:5de2,25.5351079,86.6150462,405-52-2325-233856799
9430419790,100.82.163.241,8607450550780015,405526192359503,253422500,22235414,275657914,11-Jun-2026 19:09:25,11-Jun-2026 21:09:21,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3629:40e6:1:2:87f3:5de2,25.5351079,86.6150462,405-52-2325-233856799
9350628752,100.95.8.108,8671460673263816,405522221824297,186066346,13549687,199616033,11-Jun-2026 19:10:43,11-Jun-2026 20:56:00,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3852:4b75:363e:bec9:cdcf:c101,25.5351079,86.6150462,405-52-2325-233856799
8102962064,100.68.234.82,8646390824151325,405524220185427,52585770,3169858,55755628,11-Jun-2026 19:13:22,11-Jun-2026 20:14:36,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:7660:e70e:ecd9:31c1:d5b0:c01,25.5351079,86.6150462,405-52-2325-233856799
9576360875,100.80.214.130,8651590715040500,405521229478784,493231,276046,769277,11-Jun-2026 19:16:15,11-Jun-2026 19:42:57,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b3ea:ec3c:acc7:1b86:924d:2856,25.5351079,86.6150462,405-52-2325-233856799
8051469056,100.77.234.134,8647740810912000,405523219094266,240314660,18451146,258765806,11-Jun-2026 19:16:48,11-Jun-2026 21:16:38,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:36b9:1c1f:2:1:72f1:4b71,25.5351079,86.6150462,405-52-2325-233856799
8051469056,100.77.234.134,8647740810912000,405523219094266,146400,60350,206750,11-Jun-2026 19:16:55,11-Jun-2026 21:06:00,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:36b9:1c1f:2:1:72f1:4b71,25.5351079,86.6150462,405-52-2325-233856799
5754214558468,10.236.84.90,8618740870475900,404103407141552,13010,18230,31240,11-Jun-2026 19:17:19,11-Jun-2026 21:16:19,Post,BIHAR-JHAR,4G,,DELHI,,25.5351079,86.6150462,405-52-2325-233856799
9711281720,100.77.68.52,8622000511795643,405525223591404,71117202,5997153,77114355,11-Jun-2026 19:17:40,11-Jun-2026 21:02:43,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cc6:b5e3:0:0:23b:32c3,25.5351079,86.6150462,405-52-2325-233856799
8521046985,100.73.205.123,8630500403305015,405524213235510,158695899,12438627,171134526,11-Jun-2026 19:18:22,11-Jun-2026 21:14:04,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:120b:eaea:1:2:9166:d9df,25.5351079,86.6150462,405-52-2325-233856799
9315343356,100.94.38.72,3588706616852178,405526217810515,6709610,1648312,8357922,11-Jun-2026 19:19:06,11-Jun-2026 21:18:47,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3e47:1a84:9e31:e586:f88d:3e8a,25.5351079,86.6150462,405-52-2325-233856799
8603869729,100.107.210.98,8694250760075336,405525207396938,756488,635758,1392246,11-Jun-2026 19:19:20,11-Jun-2026 19:53:33,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b406:5db2:7d2d:5444:7ca9:1497,25.5351079,86.6150462,405-52-2325-233856799
7895623416,100.93.84.207,3519476100750814,405524226092639,45374748,2905471,48280219,11-Jun-2026 19:19:37,11-Jun-2026 19:56:34,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cde:aaa7:0:0:a33:c6d1,25.5351079,86.6150462,405-52-2325-233856799
9588578830,100.106.231.229,8646040723787155,404022435186403,39564,18016,57580,11-Jun-2026 19:19:52,11-Jun-2026 19:44:24,Pre,BIHAR-JHAR,5G,,PUNJAB,2401:4900:3e23:d7db:7454:6967:dfab:a95,25.5351079,86.6150462,405-52-2325-233856799
7250990040,100.66.88.200,8643280717375678,405521221891014,51221,14644,65865,11-Jun-2026 19:20:48,11-Jun-2026 20:10:35,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:778e:7c22:431:f2b8:f861:f5c3,25.5351079,86.6150462,405-52-2325-233856799
9334152935,100.121.126.177,3527226637156101,405522229231551,7046508,1898224,8944732,11-Jun-2026 19:21:06,11-Jun-2026 20:44:45,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b50e:5f2d:bd51:8712:266:9a90,25.5351079,86.6150462,405-52-2325-233856799
9576360875,100.80.214.130,8651590715040500,405521229478784,74249,89986,164235,11-Jun-2026 19:21:57,11-Jun-2026 19:42:57,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b3ea:ec3c:acc7:1b86:924d:2856,25.5351079,86.6150462,405-52-2325-233856799
6299774594,100.110.137.10,8602350578478720,405525221546197,10412367,3143716,13556083,11-Jun-2026 19:22:13,11-Jun-2026 21:21:32,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73d9:e7b8:2bae:cf8f:8764:cc1d,25.5351079,86.6150462,405-52-2325-233856799
9334152935,100.121.126.177,3527226637156101,405522229231551,102059,32391,134450,11-Jun-2026 19:22:26,11-Jun-2026 20:44:46,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b50e:5f2d:bd51:8712:266:9a90,25.5351079,86.6150462,405-52-2325-233856799
7644851407,100.110.196.64,8652120525608100,405524217943080,5701,0,5701,11-Jun-2026 19:22:52,11-Jun-2026 19:56:36,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73da:276a:c7ca:5908:7341:e41d,25.5351079,86.6150462,405-52-2325-233856799
9149960274,100.80.116.42,8667410552254300,404030986095502,83445,177646,261091,11-Jun-2026 19:23:09,11-Jun-2026 19:42:00,Post,BIHAR-JHAR,5G,,HP,2401:4900:b4e5:d5a2:2366:7c37:29e0:8145,25.5351079,86.6150462,405-52-2325-233856799
7759848323,100.74.58.45,8647840844413329,405523204389470,239694,129153,368847,11-Jun-2026 19:23:17,11-Jun-2026 19:41:22,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:7665:e477:8d95:7354:6ae4:3b52,25.5351079,86.6150462,405-52-2325-233856799
9149960274,100.80.116.42,8667410552254300,404030986095502,2778208,885168,3663376,11-Jun-2026 19:23:35,11-Jun-2026 19:41:45,Post,BIHAR-JHAR,5G,,HP,2401:4900:b4e5:d5a2:2366:7c37:29e0:8145,25.5351079,86.6150462,405-52-2325-233856799
7258986263,100.118.66.210,8691160644010178,405521222374351,93719205,7795655,101514860,11-Jun-2026 19:24:09,11-Jun-2026 20:08:14,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b530:2c1e:7867:f71e:8dd2:2509,25.5351079,86.6150462,405-52-2325-233856799
8529882581,100.82.128.92,8643970617523926,404701224984235,367579706,17389971,384969677,11-Jun-2026 19:24:09,11-Jun-2026 21:20:16,Pre,BIHAR-JHAR,4G,,RAJASTHAN,2401:4900:1201:ad35:1:1:9248:6a87,25.5351079,86.6150462,405-52-2325-233856799
7258986263,100.118.66.210,8691160644010178,405521222374351,21249,6165,27414,11-Jun-2026 19:24:19,11-Jun-2026 20:02:13,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b530:2c1e:7867:f71e:8dd2:2509,25.5351079,86.6150462,405-52-2325-233856799
9034862042,100.110.137.159,8631670842574318,404960961885675,2359658,102936,2462594,11-Jun-2026 19:24:34,11-Jun-2026 19:52:03,Pre,BIHAR-JHAR,5G,,HARYANA,2401:4900:3e27:6d68:96b0:90d7:3777:8a8d,25.5351079,86.6150462,405-52-2325-233856799
7549755783,100.65.231.86,3575941609732801,404971950694225,45188330,2504649,47692979,11-Jun-2026 19:24:37,11-Jun-2026 20:56:10,Pre,BIHAR-JHAR,4G,,UP-WEST,2401:4900:168f:a42a:2:1:8afc:c50a,25.5351079,86.6150462,405-52-2325-233856799
9034862042,100.110.137.159,8631670842574318,404960961885675,198542,240253,438795,11-Jun-2026 19:24:53,11-Jun-2026 19:51:54,Pre,BIHAR-JHAR,5G,,HARYANA,2401:4900:3e27:6d68:96b0:90d7:3777:8a8d,25.5351079,86.6150462,405-52-2325-233856799
9315724258,100.123.110.63,8605430846381651,405525220459703,989633,473961,1463594,11-Jun-2026 19:25:42,11-Jun-2026 19:53:17,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b006:6bd6:1680:b822:e552:fa03,25.5351079,86.6150462,405-52-2325-233856799
9653545144,100.68.173.21,8688280608740543,404960960066326,140761586,7912457,148674043,11-Jun-2026 19:25:43,11-Jun-2026 20:06:52,Pre,BIHAR-JHAR,4G,,HARYANA,2401:4900:b00f:8ba8:8288:bf8a:2a17:fcd2,25.5351079,86.6150462,405-52-2325-233856799
7360099116,100.92.232.38,8604000667310001,405526218281696,53124,0,53124,11-Jun-2026 19:26:14,11-Jun-2026 19:53:39,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:3b0f:a7da:e826:9115:d782:6fce,25.5351079,86.6150462,405-52-2325-233856799
8235983382,100.77.111.14,3506557520220301,405524209332017,0,0,0,11-Jun-2026 19:26:15,11-Jun-2026 20:06:12,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:362e:b04a:2:2:8802:c7b5,25.5351079,86.6150462,405-52-2325-233856799
8102962064,100.68.234.82,8646390824151325,405524220185427,425746,266462,692208,11-Jun-2026 19:26:17,11-Jun-2026 20:14:11,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:7660:e70e:ecd9:31c1:d5b0:c01,25.5351079,86.6150462,405-52-2325-233856799
9523750530,100.93.154.143,3556921134329901,405522194994144,31763820,5196505,36960325,11-Jun-2026 19:27:01,11-Jun-2026 21:06:25,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:705a:9ac4:de98:8aa3:fea7:4211,25.5351079,86.6150462,405-52-2325-233856799
5754027130918,,8631190718454400,405526214037442,6195,9428,15623,11-Jun-2026 19:27:04,11-Jun-2026 19:46:57,Post,BIHAR-JHAR,4G,,BIHAR-JHAR,fc10:0:35c:9243:0:0:0:2,25.5351079,86.6150462,405-52-2325-233856799
9974633584,100.106.92.19,3541805821463401,404980491070944,63289662,4122071,67411733,11-Jun-2026 19:28:05,11-Jun-2026 20:02:26,Pre,BIHAR-JHAR,4G,,GUJRAT,2401:4900:1687:9c8b:1:1:91de:2213,25.5351079,86.6150462,405-52-2325-233856799
8084946601,100.122.13.59,8657220670510391,405524211239283,354180477,29371908,383552385,11-Jun-2026 19:28:15,11-Jun-2026 20:04:38,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3b11:cf06:c453:7704:12b1:1186,25.5351079,86.6150462,405-52-2325-233856799
